"","beta_true","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta","pre_mpm_beta"
"38",0,0.364727054589082,0.329534093181364,0.29254149170166,0.326734653069386,0.377924415116977,0.344931013797241,0.410917816436713,0.335732853429314,0.380323935212957,0.394721055788842,0.338132373525295,0.313337332533493,0.774645070985803,0.339332133573285,0.316536692661468,0.41751649670066,0.33873225354929,0.336532693461308,0.327934413117377,0.31753649270146,0.482103579284143,0.587882423515297,0.346330733853229,0.380523895220956,0.41751649670066,0.368326334733053,0.663067386522695,0.396520695860828,0.366126774645071,0.574685062987403
"39",0,0.309738052389522,0.485102979404119,0.316936612677464,0.418316336732653,0.318136372725455,0.518096380723855,0.371125774845031,0.371125774845031,0.380523895220956,0.339732053589282,0.329134173165367,0.326134773045391,0.343931213757249,0.322935412917417,0.360327934413117,0.343331333733253,0.331333733253349,0.399320135972805,0.464507098580284,0.628474305138972,0.354529094181164,0.333533293341332,0.557688462307539,0.339932013597281,0.344731053789242,0.355128974205159,0.380323935212957,0.438912217556489,0.429114177164567,0.330933813237353
"40",0,0.380723855228954,0.344131173765247,0.511897620475905,0.34753049390122,0.348930213957209,0.391721655668866,0.369726054789042,0.621475704859028,0.373925214957009,0.458508298340332,0.436912617476505,0.345730853829234,0.574685062987403,0.358128374325135,0.380323935212957,0.368526294741052,0.353929214157169,0.525494901019796,0.786642671465707,0.358128374325135,0.307938412317536,0.408318336332733,0.457308538292342,0.326934613077385,0.376524695060988,0.354929014197161,0.371325734853029,0.322135572885423,0.436312737452509,0.347730453909218
"41",0,0.324735052989402,0.525694861027794,0.337732453509298,0.373325334933013,0.434313137372525,0.408118376324735,0.374725054989002,0.364327134573085,0.642271545690862,0.640271945610878,0.370525894821036,0.451309738052389,0.314737052589482,0.412717456508698,0.431513697260548,0.338332333533293,0.653269346130774,0.360927814437113,0.93381323735253,0.382323535292941,0.32873425314937,0.352729454109178,0.357128574285143,0.373125374925015,0.376124775044991,0.337932413517297,0.341531693661268,0.318536292741452,0.329334133173365,0.436512697460508
"42",0,0.394521095780844,0.338332333533293,0.318936212757448,0.322935412917417,0.333933213357329,0.35872825434913,0.425914817036593,0.309138172365527,0.409118176364727,0.669866026794641,0.312137572485503,0.369726054789042,0.345130973805239,0.454509098180364,0.380923815236953,0.32873425314937,0.429114177164567,0.864827034593081,0.565486902619476,0.369326134773045,0.318936212757448,0.415516896620676,0.358528294341132,0.395120975804839,0.408318336332733,0.379524095180964,0.352729454109178,0.600479904019196,0.775644871025795,0.428314337132573
"43",0,0.456508698260348,0.348330333933213,0.353329334133173,0.4125174965007,0.313337332533493,0.43131373725255,0.357928414317137,0.32373525294941,0.362127574485103,0.412317536492701,0.388122375524895,0.329334133173365,0.363127374525095,0.418116376724655,0.348130373925215,0.321535692861428,0.45870825834833,0.792841431713657,0.322135572885423,0.326934613077385,0.34873025394921,0.587082583483303,0.337932413517297,0.764847030593881,0.3875224955009,0.362927414517097,0.345330933813237,0.445510897820436,0.628274345130974,0.46870625874825
"44",0,0.788842231553689,0.382323535292941,0.339932013597281,0.394921015796841,0.331533693261348,0.369926014797041,0.368126374725055,0.349530093981204,0.326734653069386,0.548090381923615,0.318936212757448,0.323935212957409,0.355528894221156,0.422115576884623,0.361327734453109,0.351729654069186,0.331933613277345,0.893221355728854,0.406118776244751,0.339132173565287,0.340731853629274,0.45630873825235,0.378524295140972,0.904819036192761,0.377124575084983,0.392921415716857,0.279544091181764,0.419916016796641,0.408318336332733,0.348330333933213
"45",0,0.352129574085183,0.329534093181364,0.361127774445111,0.317336532693461,0.330933813237353,0.492301539692062,0.368526294741052,0.370525894821036,0.369526094781044,0.321735652869426,0.392321535692861,0.337732453509298,0.384523095380924,0.504099180163967,0.33373325334933,0.372125574885023,0.353929214157169,0.365526894621076,0.581083783243351,0.326734653069386,0.327134573085383,0.559688062387522,0.430113977204559,0.487302539492102,0.351329734053189,0.438512297540492,0.356928614277145,0.480303939212158,0.883023395320936,0.390721855628874
"46",0,0.389122175564887,0.34253149370126,0.616676664667067,0.380923815236953,0.365926814637073,0.376524695060988,0.374325134973005,0.349130173965207,0.343131373725255,0.333533293341332,0.50869826034793,0.467906418716257,0.729254149170166,0.463907218556289,0.445310937812438,0.351129774045191,0.416516696660668,0.425514897020596,0.489102179564087,0.321735652869426,0.371325734853029,0.894021195760848,0.500699860027994,0.376324735052989,0.368926214757049,0.35872825434913,0.416516696660668,0.305138972205559,0.49250149970006,0.352329534093181
"47",0,0.34253149370126,0.46630673865227,0.674465106978604,0.42251549690062,0.367126574685063,0.386122775444911,0.421515696860628,0.321935612877425,0.3625274945011,0.319336132773445,0.309338132373525,0.470705858828234,0.371125774845031,0.430713857228554,0.459508098380324,0.405318936212757,0.315536892621476,0.31993601279744,0.351929614077185,0.361727654469106,0.332933413317337,0.530493901219756,0.324735052989402,0.384323135372925,0.402119576084783,0.351929614077185,0.566486702659468,0.315736852629474,0.672865426914617,0.570485902819436
"48",0,0.439312137572485,0.558488302339532,0.494701059788042,0.313937212557489,0.358328334333133,0.440511897620476,0.797240551889622,0.3375324935013,0.326334733053389,0.405518896220756,0.329934013197361,0.318936212757448,0.331733653269346,0.338932213557289,0.329734053189362,0.352329534093181,0.360327934413117,0.603479304139172,0.31373725254949,0.326134773045391,0.330733853229354,0.439112177564487,0.331933613277345,0.373525294941012,0.537292541491702,0.327134573085383,0.311937612477505,0.289142171565687,0.537292541491702,0.524695060987802
"49",0,0.337132573485303,0.352729454109178,0.359528094381124,0.415516896620676,0.31873625274945,0.319736052789442,0.358328334333133,0.351729654069186,0.336732653469306,0.328534293141372,0.360527894421116,0.31753649270146,0.709658068386323,0.337132573485303,0.43371325734853,0.360327934413117,0.44751049790042,0.563287342531494,0.518496300739852,0.331733653269346,0.315936812637473,0.328134373125375,0.346930613877225,0.395920815836833,0.387922415516897,0.337732453509298,0.305338932213557,0.327334533093381,0.476504699060188,0.392321535692861
"50",0,0.407318536292741,0.340931813637273,0.334933013397321,0.453509298140372,0.360927814437113,0.363527294541092,0.415316936612677,0.397320535892821,0.525694861027794,0.452109578084383,0.404319136172765,0.345130973805239,0.388122375524895,0.336932613477305,0.448510297940412,0.430313937212558,0.439312137572485,0.444911017796441,0.421715656868626,0.344531093781244,0.333533293341332,0.369926014797041,0.320335932813437,0.339532093581284,0.460507898420316,0.373525294941012,0.311137772445511,0.350929814037193,0.56128774245151,0.512097580483903
